rock_type,aquifer_type,land_cover_class,impervious_surface_pct,rainfall_15yr_annual_avg_mm,rainfall_monsoon_avg_mm,et0_annual_avg_mm,effective_recharge_mm,heavy_rain_days_per_yr,moderate_rain_days_per_yr,rainfall_intensity_ratio,drought_years_in_15,elevation_m,slope_degrees,twi,distance_to_waterbody_m,gwl_pre_monsoon_mbgl,gwl_post_monsoon_mbgl,gwl_seasonal_fluctuation_m,extraction_stage_pct,weathered_zone_thickness_m,depth_to_bedrock_m,lineament_density_per_km2,clay_pct,sand_pct,soil_ph,avg_borewell_depth_ft,planned_depth_ft,planned_month,borewell_success
Granite-Gneiss,Fractured,Trees,22.463039217152843,974.1169466112342,724.0274857942406,1380.7114628533288,136.55111686652123,6,32,0.6689744228098132,1,579.1656667089212,0.9138226837752921,10.724308477720204,978.2989382629331,24.092813365733335,18.957455084575706,5.135358281157629,173.9337692299115,9.403323272899346,13.058035425138057,1.705036207905341,33.25444694972139,35.52927911215648,7.276001266635858,827.051168767927,910.9035294718195,4,1
Granite-Gneiss,Fractured,Water,0.0,833.9287466632143,571.8495109254484,1355.1177634096273,92.93448880848965,7,38,0.697128078766158,3,432.7981124598134,5.165232031569533,9.511083781889795,235.85224011883994,23.62828803795872,17.31193226140434,6.316355776554378,187.1318397633509,11.46502892847446,13.46502892847446,1.6653480984661777,27.40262267058015,35.877981299352015,6.775284180252776,764.78920042881,778.5081240079421,7,1
Granite-Gneiss,Fractured,Trees,20.390184179191934,918.6948850153282,637.5894742538394,1246.6652480359464,101.19117558534724,9,33,0.7381111333305221,3,428.53941532047173,3.752713963490798,13.110206061195832,1773.477489510728,29.12000732648578,19.83136059311195,9.288646733373831,178.41067495329384,5.536216560850022,17.567611047995904,2.197765016687808,15.046314224018777,39.69785930252039,7.437882770688482,779.101448791031,742.3607513099874,12,1
Granite-Gneiss,Fractured,Crops,14.185108439992955,784.4468092730342,697.9190338364355,1218.6837873174993,71.01279163435537,3,21,0.6465266763233689,2,525.2990135366715,7.192684841751916,8.823605251806942,1472.2181454220975,25.381965522923224,19.423434496143223,5.958531026780001,166.53306373953103,10.56110219646258,20.374559532648384,1.5363339480519684,17.822475862341115,53.65363934014261,7.6660525144000164,792.1177804642648,855.5799968017036,7,0
Granite-Gneiss,Fractured,Built Area,77.76345698997737,906.0772745303098,501.05009894255267,1388.296656531909,51.27912646318942,6,30,0.7715647780637613,1,500.2274722443915,6.911040452504283,7.355959019353862,2370.2435076338625,28.81618323202247,19.57208918957014,9.244094042452332,177.22694893570994,12.22126437188352,14.22126437188352,1.9485710190638765,21.16480692264996,50.198636728254144,7.66385064643046,732.8013435883418,729.3238561478646,3,0
Granite-Gneiss,Fractured,Bare Ground,6.996183339093744,992.9048643293893,548.4086979929806,1214.6204069527093,71.53463508158609,7,30,0.7103584542948419,2,421.39575226869886,5.69487211494547,7.315043060847068,2968.080363501165,26.47236770135896,18.00914813999201,8.463219561366948,158.164213712766,6.145041434049139,9.782945131730107,2.217500205386499,33.969982547674235,43.841344222813696,6.892310848511153,741.5634135114065,737.5692685565336,11,0
Granite-Gneiss,Fractured,Crops,18.42824085486971,770.0815436569576,632.1081739017241,1569.7648582073336,77.28586905841847,3,33,0.7736155384957248,1,553.0772752784662,0.003228154853358589,10.888143547627179,1516.930780195724,27.50422907044536,20.196971087312097,7.307257983133262,195.0632412071464,15.771161160387514,17.771161160387514,2.333018118634709,17.227762506860834,51.43794750154376,7.716515711368444,835.6346204291253,886.8328301655536,3,0
Granite-Gneiss,Fractured,Bare Ground,8.961977789252956,828.2938262796051,700.9711531599515,1399.9972518236755,75.74373577179554,3,30,0.7188329904639832,1,522.0586464793384,4.7912662094308205,9.899288335604844,1576.0153408496246,23.001420208356393,18.312006941615905,4.6894132667404875,167.44951794663936,7.694671736949214,15.397115124303177,2.5319427361885793,17.33351761174157,35.951998273576564,7.963290718964835,829.0323682764808,846.7192175103487,9,0
Granite-Gneiss,Fractured,Crops,9.54590432394832,996.749905933459,718.6544400151049,1416.3726425344298,147.21990904970096,5,34,0.6697072195071214,2,466.31475521614317,6.651127020540396,12.339262483685538,1247.0416111443317,20.555172078962954,16.899884478119375,3.655287600843579,176.82887107781235,12.646134831113825,14.646134831113825,1.5907107782636707,33.8630050601645,48.13789839362718,7.185248237145922,852.7758763420811,865.6772112660282,4,0
Granite-Gneiss,Fractured,Built Area,87.71593238262274,721.7328631653395,761.4613910758519,1214.7690123436462,94.94870599391638,6,20,0.6028356993120901,1,457.5901589442079,1.7430940717627736,13.159848609125339,2638.480007425482,27.096313443634738,16.6382018843326,10.45811155930214,192.9206045823045,13.44815294236109,15.44815294236109,1.0507676514229072,17.328478175142376,50.168187861174616,6.952519801488902,817.2646842737673,821.8151076510733,3,0
Granite-Gneiss,Fractured,Trees,23.384036110203446,959.8338666091074,588.7790539890404,1352.2183878557105,82.99501060021272,5,30,0.7134140761410239,3,533.2198594914693,7.344100639939241,7.5082780249722765,1386.3675415853115,28.273110021731867,21.049655190278035,7.223454831453832,176.90767901223822,11.43276799418451,26.829162523695807,2.114239595947997,34.37255749602538,52.438189449884234,6.979271082384455,837.8717091490782,870.5003617345673,6,0
Granite-Gneiss,Fractured,Bare Ground,14.446974733954743,776.2690035487042,715.1768226126102,1436.4401165043546,57.91706433410757,8,22,0.7789749246414789,2,572.3579762723947,0.8771083828173438,7.907343776183345,1576.6061619583832,26.69451588726912,20.053067474561022,6.6414484127080975,193.03057360971502,13.703393275307384,15.703393275307384,0.8806036295562373,31.607980376950067,41.9877494692718,7.044983855914461,873.5594517837881,841.837659987934,9,1
Granite-Gneiss,Fractured,Built Area,86.05671518989558,788.6182451202422,782.3247529804563,1493.274488021465,94.18297374296172,7,39,0.6879928463153949,1,540.1354621870482,3.862788371083723,7.626992591979616,105.8075074318626,27.592804425141136,17.770038372719615,9.822766052421521,188.56840757436674,12.138044991228362,16.164883765905316,1.985276898613097,19.270376409088406,40.70872300501186,7.778349301141224,730.5914295494252,753.5723478198498,3,0
Granite-Gneiss,Fractured,Built Area,94.7684938397155,822.2246359717252,623.1660642374535,1593.1756413975668,60.97714425919029,6,26,0.6526837573088617,2,470.6943657576837,4.639177840463823,9.842623062205888,1659.2416902447355,26.870709854896315,17.306935855306076,9.56377399959024,175.18768119970292,13.769102412334576,15.769102412334576,1.5668225245010918,32.16481277384244,45.526577931786036,6.70614588156076,770.0450309540639,780.0069752384417,10,0
Granite-Gneiss,Fractured,Built Area,77.90788239403015,824.4068862030675,720.1172222669801,1384.3617119748592,57.102426870275885,5,23,0.6476678662992003,1,541.8686403300553,4.707553916898233,13.875028433597624,508.3392068464394,22.686804258490326,17.47899936442782,5.207804894062505,175.285561129744,15.986852750199308,20.71693883497464,1.7851999866915376,26.64032335624056,38.333995969139664,7.040762901164691,763.738310869167,819.7510887392322,8,0
Granite-Gneiss,Fractured,Bare Ground,6.9830497184413876,891.3469802522337,689.9169007273334,1525.040041476884,121.66592193349656,7,29,0.6621973768364733,2,461.9610680967838,2.165101297431743,10.355522398455127,2487.624001465657,29.121659902289025,13.194209538752578,15.927450363536447,176.843938378789,17.916935219373457,19.916935219373457,1.1877821857778224,22.646231840836002,48.18629697605424,6.971602801575156,787.0267499412015,771.9678671794384,4,1
Granite-Gneiss,Fractured,Built Area,75.47224255145498,841.1235050033808,526.6881069524825,1508.1639383770196,80.6132280639103,5,20,0.76202247922006,3,575.5552241448582,2.292805930095427,8.526617848882388,119.83602601287119,28.90486691754417,14.934297685041818,13.970569232502351,178.86063215426293,12.882072746637274,14.882072746637274,1.4158695109676038,28.206276585819793,36.69929554181965,6.697548291883616,798.6966226666425,835.2688080558265,6,0
Granite-Gneiss,Fractured,Bare Ground,10.016475906952895,722.0152338240981,756.7043387296012,1543.8579797748969,103.45177304855504,3,23,0.6372276273888908,3,480.06092835107637,1.1375843329812527,10.75092278697192,1164.072207004074,22.78329064762578,19.89996241919353,2.8833282284322514,184.17223525755247,14.685012603676993,16.685012603676995,1.5947550328451965,24.600587461667875,53.63924668223204,6.983613294694114,698.7547877251404,724.1613449930928,4,0
Granite-Gneiss,Fractured,Built Area,87.92273034857423,784.0124813843838,519.9815760737342,1453.7783305750843,112.45865119454682,3,21,0.6430362558201025,1,476.5583158168647,0.2788536752490369,7.0750655346478935,1685.9238894240914,24.116794283120342,17.03761750243257,7.079176780687771,178.43463709272277,7.159723072601042,14.570425490849678,0.9062927901347116,25.59639817305479,39.74146110477869,6.938830463162149,791.6003523550346,828.060731386857,6,0
Granite-Gneiss,Fractured,Built Area,89.22290933984722,981.4800623007704,552.0434989484183,1515.9681112649241,62.855651553396946,9,30,0.711567194572786,2,513.9210343324133,4.273480074797271,7.822615781079194,1588.6772927183872,25.31882989379695,18.41177123159906,6.907058662197887,163.7101364170619,9.431064343675711,12.312423880626678,2.572358163498728,20.41434852193573,51.66522981491195,6.681689343509875,827.4034238384966,839.1074548158513,11,0
Granite-Gneiss,Fractured,Water,0.0,959.7409767348884,586.9049565625944,1269.472612318724,66.08186997210724,9,26,0.6985222805183261,2,427.7998802094955,7.620891687860714,9.406193882263535,1295.5462871618797,25.731256928592977,17.64477164766515,8.086485280927828,193.14591054886418,14.05828209571386,16.05828209571386,1.8827607049361494,34.01202833312098,43.298561633558265,7.753070432898685,823.292928527111,822.6525718917246,6,0
Granite-Gneiss,Fractured,Built Area,85.92425546761072,743.4328980408319,636.9271362942494,1387.4438035550804,52.49881391709952,8,36,0.7817833133639839,2,459.5361302133912,5.60063303542464,9.532987920965159,2049.4572862824634,25.165421679541634,15.65195543589444,9.513466243647194,194.79350192784707,7.8645435915189275,9.864543591518927,2.0878209677144963,29.8631192734835,35.49663174247028,6.5297943573252155,850.8919950659208,836.568320130428,5,0
Granite-Gneiss,Fractured,Rangeland,9.434769724961924,795.983090443736,573.9331697182232,1404.906278364419,81.01441742746518,3,31,0.6352410512252836,2,564.795020171394,6.202998888611533,9.417866569286414,2885.1084795132806,29.9888885517885,19.175737289926893,10.813151261861606,180.43682534757275,14.9050724395893,16.9050724395893,2.18500778252473,33.38241882753732,38.34364778930333,7.758187511772217,803.9440327947921,820.4947326916105,3,0
Granite-Gneiss,Fractured,Bare Ground,10.060580640758484,719.0722780780917,568.6676451883309,1417.1327696229034,70.47749135842938,6,26,0.7962120140990953,2,414.6313872671235,3.540221958673131,6.742134529546276,1104.0066560766452,30.374224553388594,18.55719941062551,11.817025142763082,181.9888960606923,13.402653705550083,15.402653705550083,1.769812195650203,30.613456996725628,43.32105958123126,6.600983288918374,830.7687432088912,830.4130721589042,10,0
Granite-Gneiss,Fractured,Trees,16.268785405577294,704.063705586838,547.9199396834899,1232.4058584071206,90.26079005247814,9,34,0.7918305064666734,3,548.108225443454,4.807248360522292,7.71277536045164,694.8493384673174,26.19044179952797,17.807965564322057,8.382476235205914,179.49750400705037,11.890412749149588,18.750047287610496,1.9761400319918803,23.788111034470568,54.460864956080314,7.900641783686519,906.1563532963444,923.013769589537,8,0
Granite-Gneiss,Fractured,Water,0.0,847.3762836224789,538.5863874691671,1485.44376133665,75.59000193742288,5,35,0.7654908808833725,2,408.08770294165384,2.7527396860425988,6.104524274691184,1143.8998176448047,26.852932171535926,17.6252398062833,9.227692365252626,166.5440775116482,14.372497286506324,16.372497286506324,1.8173678554254853,19.00265527266104,49.17681006991987,6.6215710294268275,759.1297903203765,753.912161640306,3,0
Granite-Gneiss,Fractured,Built Area,80.42625930126887,936.0743232592301,568.6875740499509,1412.0040912387178,115.72857577781792,5,37,0.732208627291616,3,505.30925998800615,6.814927053085903,11.997610236895941,506.96280096418167,24.56665454620088,17.727591115240884,6.839063430959996,184.87595860499044,11.66656428080437,13.66656428080437,1.2731858695998381,22.638341434419544,37.69493271669537,6.550664944264321,824.6579493282114,850.6350454462059,11,0
Granite-Gneiss,Fractured,Built Area,72.38551390236063,901.2537658393497,588.7023006680304,1297.153949562142,58.848667548570454,4,29,0.6587412597781469,3,571.4440983385219,6.431421075492759,8.383745063374135,422.7013939994335,25.74365045153636,20.04021397064306,5.703436480893302,185.4705029531595,12.889542855572918,14.889542855572918,0.996784078023079,23.479706548670283,53.44882606886202,7.0448480905924225,891.5334869977191,876.4517451012462,4,0
Granite-Gneiss,Fractured,Bare Ground,6.488813190346639,878.4611195523623,706.1542156588721,1411.7352048074076,49.92773924181202,3,27,0.7577817671858431,1,502.8788037689094,6.541379144295127,7.611929722737712,574.6114020491032,26.62980349639424,20.448451678009555,6.181351818384684,173.51965636555477,13.052558350964297,15.393354067481882,2.223547711342566,19.623993367262713,50.211009462812,6.8486031091152135,727.2508931708448,723.5731091480122,3,1
Granite-Gneiss,Fractured,Built Area,87.06984618781632,805.3558902202597,673.9466403049439,1303.1391239382688,89.37871104316781,5,36,0.7712693102028203,3,583.8914355468471,4.000241011715213,11.743151776504373,2839.2303821172018,28.114712977358877,20.764268936122054,7.350444041236823,174.04964067370648,13.338898877369814,15.338898877369814,2.0977674396864066,32.11464398795374,43.47220781810983,7.276940565707737,830.4280208725414,818.5556280699843,8,0
Granite-Gneiss,Fractured,Bare Ground,10.987541790815456,790.6518722708327,532.1368018192791,1267.3509220289827,87.00293356159627,3,26,0.7480283436844415,1,571.2372030628133,7.30369463160692,8.226810522198836,2889.586402788446,23.192288179906978,15.73891715820032,7.453371021706658,176.0863506900356,19.285002753092826,21.285002753092826,1.5070007233075258,23.95569035791567,46.784815785044536,7.926858024427548,711.4109802221609,679.5051320155022,9,0
Granite-Gneiss,Fractured,Crops,17.74566740337631,837.0898848658949,749.3045285710235,1302.5529738486496,97.88082156775471,5,20,0.7820497533608259,2,520.7477538232644,7.1441105122703075,9.605909108131964,2578.4087612217068,28.64219046101968,15.870558806670077,12.771631654349603,176.01155497467644,11.609481467173307,13.609481467173307,2.06577752260608,17.58439450057339,50.93873384480558,7.956479631741363,869.0133312040108,874.9420959314186,10,0
Granite-Gneiss,Fractured,Trees,24.18215463472331,748.8470735520582,507.3258238151945,1463.3991255408373,79.42695570070553,8,26,0.7153862608305632,3,412.90465064062414,4.7422149521842005,10.745051473675867,2723.2781955847854,27.619272624973984,17.410945935298507,10.208326689675477,162.86055247057678,8.80650334512319,10.80650334512319,1.0835962506419436,18.28918264778573,40.397021837150874,7.089049215467351,833.4243661799178,856.1317762739045,9,0
Granite-Gneiss,Fractured,Built Area,76.04463635214198,928.5756224380004,660.6765406688318,1314.8568199809997,54.210868635166804,4,27,0.7803202076064384,1,504.80316400258107,5.024978171969428,6.087854789839884,227.23016649140277,27.51839248344522,20.737701125139782,6.780691358305436,160.78882470984982,14.52396575657231,16.52396575657231,1.4886753646759487,16.265455243909464,47.850681382146,6.772148914512898,859.9175627870612,837.0649608323874,12,0
Granite-Gneiss,Fractured,Trees,19.19767168268015,952.3325994070378,687.788767709769,1426.9386216654452,102.73971985319287,4,37,0.610214173523014,2,466.30753907961196,4.213824083729667,10.961854958334117,610.5195044393732,26.705911021575623,18.278203178948548,8.427707842627076,192.10175231086927,11.060584680918424,13.060584680918424,1.338287800491498,23.9067362493587,47.031164697267975,6.822702878025593,966.2235860814693,938.905559895911,6,0
Granite-Gneiss,Fractured,Built Area,85.36727087609582,727.1983083770851,706.4884392585718,1275.07284577249,75.10690536657826,4,26,0.7688707936516447,2,415.31782275008436,6.916245130713066,13.324528638414892,1483.9294659520576,26.458030288284718,16.965132916723192,9.492897371561526,159.40636525621278,12.124148288598972,14.124148288598972,1.6237418418315412,28.01392860970077,42.01043437171094,6.827398377159861,985.1888172936308,961.4561959084176,5,0
Granite-Gneiss,Fractured,Built Area,78.1189785914989,918.6291021826519,596.0354827067935,1476.5258630681226,135.71817405639086,8,37,0.7922866852331122,3,484.26528609383763,7.560572825504862,11.042567277541954,1779.3322097287073,29.246828739874726,18.752712585625797,10.494116154248928,157.0117001037939,5.171131645746381,10.378042486790452,1.775056262276397,22.6801829946306,40.304879744895054,7.68337857456076,834.2946631016728,829.6945720286186,9,0
Granite-Gneiss,Fractured,Built Area,76.3918051550238,887.7078419083427,682.1505544879044,1592.8403105248967,118.89549102190666,3,24,0.6729325093794017,2,429.25683292939146,5.997181244270242,6.4528253916347875,1695.7263820876615,26.26851946456138,18.933725374700117,7.334794089861262,171.4457189843615,6.904729538362886,8.904729538362886,1.2493842748341342,24.556694854546514,46.770528443226134,7.572615107487104,865.1042068152237,876.8059736756329,11,0
Granite-Gneiss,Fractured,Crops,21.880544497595228,958.9434982288738,551.8031589014463,1584.6445510971862,112.4741921918075,8,32,0.7634811210624651,2,401.9537668882994,6.505629256026087,10.131867796261055,2197.5621000695364,26.811361972105033,19.39670868392253,7.414653288182503,159.55306507555417,10.633624556427176,12.633624556427176,2.120444462613256,34.95342368527487,53.73948475307836,6.508321649811712,928.7966996339981,908.8756675974336,9,1
Granite-Gneiss,Fractured,Crops,24.995814609249948,827.8754479818853,505.5997143063546,1572.5417233786015,85.37760550314633,9,33,0.6668777283731566,3,598.965991170453,1.5772259118477727,8.437952649035907,2174.798373663738,27.441894862577296,18.754536771879955,8.68735809069734,163.4428518372933,10.624813675401025,16.92238314011501,1.3587923699455928,31.273342267461544,37.94440665439985,7.17708724303519,945.4211339978879,964.0969305383992,6,1
Granite-Gneiss,Fractured,Built Area,74.19389089928714,919.9136159523312,576.0182674352246,1314.2185050999578,82.03084800303176,9,23,0.6028511036784471,2,406.1184768438477,3.5264208019735266,8.977881282184168,2854.9177250820485,29.353838906006658,21.829966110385133,7.523872795621525,171.67474407332924,7.532023469576187,9.532023469576188,1.5123848685249397,31.96472020565838,41.77543169789678,7.5996855489962165,900.8701761893362,882.2366829311038,3,0
Granite-Gneiss,Fractured,Crops,20.695926801433608,951.6087049906778,728.5661022498482,1455.079565354953,89.95036866620534,6,37,0.7874856788184794,2,586.0031013490836,3.438730669333574,10.64421048365394,1937.090584636995,28.942242654698724,16.110173234254987,12.832069420443737,167.93620010793316,9.126172447182677,13.025733539541193,2.145143627657272,32.31334987288914,53.02460982553161,7.53687751300349,898.0354959678076,884.5243054408733,11,0
Granite-Gneiss,Fractured,Trees,11.05505611997632,841.4690405514322,796.4763778915524,1333.7102972363414,59.47916322157816,7,26,0.6510800219651399,2,477.1694556468781,5.819713188280188,6.273833036778525,1003.9452913606698,27.092932285916675,19.301421647265794,7.79151063865088,159.77550818139346,9.570836156883644,16.321789768313476,1.1814238355513038,17.879571229515935,44.12865149030852,6.871592602765426,954.7506018799943,980.5200342280455,4,0
Granite-Gneiss,Fractured,Water,0.0,788.3575361714992,615.1690604965074,1461.465643282436,42.20103159344321,4,31,0.6780383496914476,3,466.1272375738152,2.2729406399162,9.203729018816741,1783.1689817431575,26.470754331622462,18.672775123345698,7.7979792082767645,177.68757353107523,8.0388158839537,10.986545003945718,1.1562449837556943,27.28961478162508,42.39625582978228,7.670747080089311,974.2110332880901,1009.5004551465914,11,0
Granite-Gneiss,Fractured,Crops,11.323097814691947,912.0242472189716,746.7908580282866,1464.4407738416742,75.21034840602016,6,23,0.796666065245822,1,476.3631075052947,4.869044656288346,6.933315017785728,2660.681425431804,26.93924890569001,20.7037576469408,6.23549125874921,156.01166166302792,14.059944522118515,16.059944522118514,1.4666262917989537,24.981659493382555,48.45864026069043,7.145250297635208,935.5966305970181,921.7964692169202,6,0
Granite-Gneiss,Fractured,Built Area,84.91991580356132,943.3943965692471,646.5007283823788,1382.0793212309695,89.18462071686182,4,20,0.6639814728133784,2,580.8392897124036,5.237928377299711,8.462921786508822,2574.610820166132,26.90992296555937,16.697209711368153,10.212713254191218,161.60282265312136,19.371464270912377,21.371464270912377,1.1046351288845324,33.28165295241102,47.68896352808762,7.4880333843341065,925.2454882606245,867.2987620925319,10,0
Granite-Gneiss,Fractured,Bare Ground,6.847206128322243,794.372095757018,589.8720296267122,1377.4506942064968,53.071583487829734,5,30,0.72463803838653,3,560.7591878223283,3.8796908943879806,7.606566636274896,2869.9112378517016,30.54053364833213,18.081280085516592,12.459253562815537,159.8322430227707,11.821885441927808,13.821885441927808,1.139800529739731,30.50004311261874,38.34880185088484,7.549442607905542,900.1777002952371,963.8049573287108,6,0
Granite-Gneiss,Fractured,Rangeland,9.349044216019358,970.6286052548778,522.6692352525359,1211.9119094978919,113.75143277199443,7,32,0.7732531856359746,2,471.87161550486906,1.1387136385211063,9.160864435608904,2847.6149329104974,27.564518624477202,17.938906208438333,9.62561241603887,160.8490188678515,9.964699752331876,11.964699752331876,1.72219326993662,21.9728885766202,35.803132164390576,6.873387892353266,837.570475673277,851.5870471121661,10,1
Granite-Gneiss,Fractured,Bare Ground,5.41576883309996,861.3411054946965,645.3879904154094,1409.8872927090706,120.23695913284023,5,22,0.69940674971924,3,522.800412772129,7.146230274500937,13.885364401369813,2857.7420061929256,27.88284353660564,15.81862157761308,12.064221958992562,171.32570592324294,9.973601079115747,19.279715830098556,1.6127327054829266,32.09779082438215,44.533459878512076,7.720925800823737,937.1842515324338,902.0921284542859,12,0
Granite-Gneiss,Fractured,Built Area,85.86449158912784,826.1729591520482,753.8861696243442,1358.0522252199694,106.36757094313784,3,26,0.656231454199354,1,548.0641306607705,5.087583788656017,10.254592894742451,2451.379634779966,27.0565802650049,17.42879875758395,9.627781507420949,156.61133458533587,7.680370026191461,16.65408925907363,1.5438819598594056,32.867800690531695,52.051593674420886,7.230002324741924,941.0526524344377,908.543319586381,8,1
